Tag, Descricao, Modulo, Fase, Grandeza, IdSensor, Frequencia_Amostragem, Timestamp
M1IOCC2, I OPENING COIL C, 1, C, I, 2, 10000.0, 1749126149.5395

tempos, dados
50.0, 0.016292
50.10009765625, 0.026936
50.199951171875, 0.021835
50.300048828125, 0.012965
50.39990234375, 0.037226
50.5, 0.023521
50.60009765625, 0.022323
50.699951171875, -0.001937
50.800048828125, 0.003208
50.89990234375, 0.017755
51.0, 0.016646
51.10009765625, 0.030484
51.199951171875, 0.028222
51.300048828125, 0.025295
51.39990234375, 0.012522
51.5, 0.035274
51.60009765625, 0.028887
51.699951171875, 0.021215
51.800048828125, 0.019529
51.89990234375, 0.03279
52.0, 0.013187
52.10009765625, 0.030928
52.199951171875, 0.034875
52.300048828125, 0.040241
52.39990234375, 0.051507
52.5, 0.01159
52.60009765625, 0.032391
52.699951171875, 0.040774
52.800048828125, -0.002647
52.89990234375, 0.015715
53.0, 0.024097
53.10009765625, 0.022989
53.199951171875, 0.031105
53.300048828125, 0.01944
53.39990234375, -0.00136
53.5, 0.024851
53.60009765625, 0.039266
53.699951171875, 0.024585
53.800048828125, 0.029287
53.89990234375, 0.010348
54.0, 0.034165
54.10009765625, 0.005558
54.199951171875, 0.015715
54.300048828125, 0.024364
54.39990234375, 0.02942
54.5, 0.004095
54.60009765625, 0.01944
54.699951171875, -0.003534
54.800048828125, 0.012522
54.89990234375, 0.02902
55.0, 0.002232
55.10009765625, -0.001893
55.199951171875, 0.000103
55.300048828125, 0.025339
55.39990234375, 0.005691
55.5, 0.046806
55.60009765625, 0.038246
55.699951171875, 0.009905
55.800048828125, 0.05776
55.89990234375, 0.028799
56.0, 0.011812
56.10009765625, 0.013187
56.199951171875, 0.022634
56.300048828125, 0.028089
56.39990234375, 0.001123
56.5, 0.022279
56.60009765625, 0.015848
56.699951171875, 0.034387
56.800048828125, 0.036959
56.89990234375, 0.028666
57.0, 0.034698
57.10009765625, 0.010614
57.199951171875, 0.043435
57.300048828125, 0.022235
57.39990234375, 0.010881
57.5, 0.017267
57.60009765625, 0.02015
57.699951171875, 0.036649
57.800048828125, 0.00751
57.89990234375, 0.036826
58.0, 0.018465
58.10009765625, 0.01465
58.199951171875, 0.010437
58.300048828125, 0.041262
58.39990234375, 0.013941
58.5, -0.002957
58.60009765625, 0.019263
58.699951171875, 0.051241
58.800048828125, 0.029952
58.89990234375, 0.007953
59.0, 0.014384
59.10009765625, 0.02361
59.199951171875, 0.002188
59.300048828125, 0.023654
59.39990234375, 0.035496
59.5, 0.05776
59.60009765625, 0.023343
59.699951171875, 0.022057
59.800048828125, 0.032524
59.89990234375, 0.01638
60.0, 0.042459
60.10009765625, 0.011679
60.199951171875, -0.000607
60.300048828125, 0.048003
60.39990234375, 0.026847
60.5, 0.047072
60.60009765625, 0.039665
60.699951171875, 0.018687
60.800048828125, 0.028621
60.89990234375, 0.026005
61.0, 0.017445
61.10009765625, 0.022456
61.199951171875, 0.004139
61.300048828125, 0.005292
61.39990234375, -0.000119
61.5, 0.038822
61.60009765625, 0.033677
61.699951171875, 0.00751
61.800048828125, 0.008264
61.89990234375, 0.027912
62.0, 0.051329
62.10009765625, 0.013808
62.199951171875, 0.026847
62.300048828125, 0.041439
62.39990234375, 0.040375
62.5, 0.001922
62.60009765625, 0.05847
62.699951171875, 0.017134
62.800048828125, 0.021702
62.89990234375, 0.033411
63.0, 0.018465
63.10009765625, 0.015227
63.199951171875, 0.058027
63.300048828125, 0.020061
63.39990234375, 0.019928
63.5, 0.039975
63.60009765625, 0.02423
63.699951171875, 0.053458
63.800048828125, 0.013985
63.89990234375, 0.026936
64.0, 0.017267
64.10009765625, 0.026182
64.199951171875, 0.037492
64.300048828125, 0.036161
64.39990234375, 0.031726
64.5, 0.021702
64.60009765625, 0.023698
64.699951171875, 0.014695
64.800048828125, 0.027291
64.89990234375, 0.031815
65.0, 0.031105
65.10009765625, 0.04339
65.199951171875, 0.044765
65.300048828125, 0.032613
65.39990234375, 0.022723
65.5, 0.0123
65.60009765625, 0.030395
65.699951171875, 0.041262
65.800048828125, 0.015183
65.89990234375, 0.021525
66.0, -0.003889
66.10009765625, 0.013808
66.199951171875, 0.008131
66.300048828125, 0.025118
66.39990234375, 0.062817
66.5, 0.050842
66.60009765625, 0.006712
66.699951171875, 0.00099
66.800048828125, 0.031593
66.89990234375, 0.01913
67.0, 0.017223
67.10009765625, 0.050043
67.199951171875, 0.024053
67.300048828125, 0.025517
67.39990234375, 0.028976
67.5, 0.002232
67.60009765625, 0.010437
67.699951171875, 0.032746
67.800048828125, 0.029242
67.89990234375, 0.010836
68.0, 0.016114
68.10009765625, 0.019263
68.199951171875, 0.026625
68.300048828125, 0.021969
68.39990234375, 0.029375
68.5, 0.026359
68.60009765625, 0.044721
68.699951171875, 0.041528
68.800048828125, 0.023432
68.89990234375, 0.027557
69.0, 0.026537
69.10009765625, 0.045874
69.199951171875, 0.023343
69.300048828125, 0.045697
69.39990234375, 0.060776
69.5, 0.026005
69.60009765625, 0.044011
69.699951171875, 0.035806
69.800048828125, 0.025162
69.89990234375, 0.054124
70.0, 0.024275
70.10009765625, 0.036782
70.199951171875, 0.014784
70.300048828125, 0.013586
70.39990234375, 0.009683
70.5, 0.02463
70.60009765625, 0.039532
70.699951171875, 0.050043
70.800048828125, 0.025517
70.89990234375, 0.010925
71.0, 0.040907
71.10009765625, 0.006445
71.199951171875, 0.01882
71.300048828125, 0.033323
71.39990234375, 0.029819
71.5, 0.01332
71.60009765625, 0.008707
71.699951171875, 0.005958
71.800048828125, 0.046806
71.89990234375, 0.006978
72.0, 0.004139
72.10009765625, 0.021658
72.199951171875, 0.002498
72.300048828125, 0.006445
72.39990234375, 0.019263
72.5, 0.039576
72.60009765625, 0.016602
72.699951171875, 0.018066
72.800048828125, 0.011502
72.89990234375, 0.030928
73.0, 0.034254
73.10009765625, 0.041882
73.199951171875, -0.001671
73.300048828125, 0.021215
73.39990234375, 0.042326
73.5, 0.000635
73.60009765625, 0.02219
73.699951171875, 0.017179
73.800048828125, -0.001139
73.89990234375, 0.029996
74.0, 0.029996
74.10009765625, 0.021658
74.199951171875, 0.044056
74.300048828125, 0.026271
74.39990234375, 0.015538
74.5, 0.025694
74.60009765625, 0.020948
74.699951171875, 0.019263
74.800048828125, 0.024452
74.89990234375, 0.007332
75.0, 0.02188
75.10009765625, 0.023521
75.199951171875, 0.026093
75.300048828125, 0.024807
75.39990234375, 0.016469
75.5, 0.021525
75.60009765625, 0.022723
75.699951171875, 0.039177
75.800048828125, 0.044588
75.89990234375, 0.014961
76.0, 0.03452
76.10009765625, 0.036826
76.199951171875, 0.034121
76.300048828125, 0.032391
76.39990234375, 0.020815
76.5, 0.013719
76.60009765625, 0.030041
76.699951171875, 0.003429
76.800048828125, 0.021481
76.89990234375, 0.022634
77.0, 0.029375
77.10009765625, 0.029641
77.199951171875, 0.041084
77.300048828125, 0.038955
77.39990234375, 0.012876
77.5, 0.04685
77.60009765625, 0.010127
77.699951171875, 0.021481
77.800048828125, 0.039798
77.89990234375, 0.016292
78.0, 0.030085
78.10009765625, 0.019973
78.199951171875, 0.034831
78.300048828125, 0.032702
78.39990234375, 0.029819
78.5, 0.017622
78.60009765625, 0.027912
78.699951171875, 0.029597
78.800048828125, 0.026448
78.89990234375, 0.001345
79.0, 0.001833
79.10009765625, 0.026936
79.199951171875, 0.016558
79.300048828125, 0.031726
79.39990234375, 0.008264
79.5, 0.030928
79.60009765625, 0.046495
79.699951171875, 0.013409
79.800048828125, 0.008973
79.89990234375, 0.02565
80.0, 0.031948
80.10009765625, 0.038423
80.199951171875, 0.011235
80.300048828125, 0.025472
80.39990234375, -7.4e-05
80.5, -0.013602
80.60009765625, 0.039443
80.699951171875, 0.04308
80.800048828125, 0.009949
80.89990234375, 0.032125
81.0, 0.030351
81.10009765625, 0.046052
81.199951171875, 0.021747
81.300048828125, 0.022102
81.39990234375, 0.023343
81.5, 0.013276
81.60009765625, 0.026226
81.699951171875, 0.016513
81.800048828125, 0.012167
81.89990234375, 0.024142
82.0, 0.027646
82.10009765625, 0.012921
82.199951171875, 0.02902
82.300048828125, 0.01505
82.39990234375, 0.025251
82.5, -0.001405
82.60009765625, 0.007199
82.699951171875, 0.028266
82.800048828125, 0.047781
82.89990234375, 0.031815
83.0, 0.03075
83.10009765625, 0.002188
83.199951171875, 0.020638
83.300048828125, 0.029287
83.39990234375, 0.060555
83.5, 0.011546
83.60009765625, 0.022767
83.699951171875, 0.036072
83.800048828125, 0.040685
83.89990234375, 0.040153
84.0, 0.0017
84.10009765625, 0.034653
84.199951171875, -0.001981
84.300048828125, 0.009328
84.39990234375, 0.024585
84.5, 0.013276
84.60009765625, 0.029908
84.699951171875, 0.02392
84.800048828125, 0.031016
84.89990234375, 0.007732
85.0, 0.021037
85.10009765625, 0.026803
85.199951171875, 0.011457
85.300048828125, 0.010348
85.39990234375, 0.035496
85.5, 0.020283
85.60009765625, 0.028045
85.699951171875, 0.020815
85.800048828125, 0.034387
85.89990234375, 0.04308
86.0, 0.039798
86.10009765625, 0.048003
86.199951171875, 0.01944
86.300048828125, 0.041882
86.39990234375, 0.030883
86.5, 0.029597
86.60009765625, 0.034875
86.699951171875, 0.045697
86.800048828125, -0.003844
86.89990234375, 0.039532
87.0, 0.022501
87.10009765625, 0.028178
87.199951171875, 0.037935
87.300048828125, 0.013143
87.39990234375, 0.011368
87.5, 0.03798
87.60009765625, 0.0123
87.699951171875, 0.030218
87.800048828125, 0.015493
87.89990234375, 0.036782
88.0, 0.046362
88.10009765625, 0.031504
88.199951171875, 0.020461
88.300048828125, 0.038423
88.39990234375, -0.006106
88.5, 0.016158
88.60009765625, 0.024718
88.699951171875, 0.012876
88.800048828125, 0.034875
88.89990234375, 0.019219
89.0, 0.018864
89.10009765625, 0.033544
89.199951171875, 0.018864
89.300048828125, -0.003223
89.39990234375, 0.033101
89.5, 0.004317
89.60009765625, 0.023876
89.699951171875, 0.003651
89.800048828125, 0.03146
89.89990234375, 0.01026
90.0, 0.026093
90.10009765625, 0.047914
90.199951171875, 0.02596
90.300048828125, 0.025472
90.39990234375, 0.017888
90.5, 0.017755
90.60009765625, 0.048269
90.699951171875, 0.03319
90.800048828125, 0.014517
90.89990234375, 0.010437
91.0, 0.011413
91.10009765625, -0.002691
91.199951171875, 0.036738
91.300048828125, 0.030129
91.39990234375, 0.013985
91.5, 0.030041
91.60009765625, 0.055765
91.699951171875, 0.027158
91.800048828125, 0.029287
91.89990234375, 0.017711
92.0, 0.03727
92.10009765625, 0.033944
92.199951171875, 0.002631
92.300048828125, 0.029154
92.39990234375, 0.022456
92.5, 0.039088
92.60009765625, 0.02942
92.699951171875, 0.063571
92.800048828125, 0.035629
92.89990234375, 0.035097
93.0, 0.016513
93.10009765625, 0.041483
93.199951171875, 0.035851
93.300048828125, 0.035806
93.39990234375, 0.026759
93.5, 0.051817
93.60009765625, 0.016513
93.699951171875, -0.00278
93.800048828125, 0.02463
93.89990234375, 0.008885
94.0, 0.041616
94.10009765625, 0.045342
94.199951171875, 0.038867
94.300048828125, 0.033766
94.39990234375, 0.011635
94.5, -0.001715
94.60009765625, 0.027113
94.699951171875, 0.006091
94.800048828125, 0.004006
94.89990234375, 0.00445
95.0, 0.05643
95.10009765625, 0.019928
95.199951171875, 0.005026
95.300048828125, 0.024674
95.39990234375, 0.017267
95.5, -0.021807
95.60009765625, 0.016646
95.699951171875, 0.015759
95.800048828125, 0.018953
95.89990234375, 0.034742
96.0, 0.01842
96.10009765625, 0.051019
96.199951171875, 0.020017
96.300048828125, 0.009506
96.39990234375, 0.039221
96.5, 0.018509
96.60009765625, 0.045209
96.699951171875, 0.017045
96.800048828125, 0.028311
96.89990234375, 0.034564
97.0, 0.003607
97.10009765625, 0.017578
97.199951171875, 0.006091
97.300048828125, -0.011074
97.39990234375, 0.027379
97.5, 0.025605
97.60009765625, 0.028311
97.699951171875, 0.036427
97.800048828125, -0.002558
97.89990234375, 0.059135
98.0, 0.024408
98.10009765625, 0.016558
98.199951171875, 0.010215
98.300048828125, 0.034077
98.39990234375, 0.00068
98.5, 0.020461
98.60009765625, 0.02423
98.699951171875, 0.038113
98.800048828125, 0.064014
98.89990234375, 0.039221
99.0, 0.01128
99.10009765625, 0.011945
99.199951171875, -0.004155
99.300048828125, 0.014562
99.39990234375, 0.010526
99.5, 0.01434
99.60009765625, 0.024364
99.699951171875, 0.04685
99.800048828125, 0.03075
99.89990234375, 0.020682
100.0, 0.011058
100.10009765625, 0.018021
100.199951171875, 0.014429
100.300048828125, 0.008397
100.39990234375, 0.03075
100.5, 0.031593
100.60009765625, 0.031415
100.699951171875, 0.028
100.800048828125, -0.012404
100.89990234375, 0.022456
101.0, 0.006179
101.10009765625, 0.010215
101.199951171875, 0.016158
101.300048828125, 0.013364
101.39990234375, 0.012743
101.5, -0.024734
101.60009765625, 0.005337
101.699951171875, 0.019485
101.800048828125, 0.031105
101.89990234375, 0.017711
102.0, 0.015138
102.10009765625, 0.014207
102.199951171875, 0.021658
102.300048828125, 0.003385
102.39990234375, 0.02188
102.5, 0.013763
102.60009765625, 0.039399
